"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"766","L B NAGAR TIMES","TELBIL/2017/70699","06-03-2017","English, Telugu","Weekly","M. MEENALATHA SREENIVAS","M MEENALATHA SREENIVAS","Telangana","Hyderabad","View        registration details for L B NAGAR TIMES (TELBIL/2017/70699)"
"767","LALKAR","3253","11-07-1953","Urdu","Weekly","M A RASHID","M A RASHID","Telangana","Nizamabad","View        registration details for LALKAR (3253)"
"768","LAW POINT","TELTEL/2014/59141","22-12-2014","Telugu","Monthly","NARAPAKA SURENDER","NARAPAKA SURENDER","Telangana","Rangareddy","View        registration details for LAW POINT (TELTEL/2014/59141)"
"769","LEAD PAGE","TELBIL/2019/78878","31-07-2020","English, HINDI","Bimonthly (Once in two months)","G. SRIHARI","G. SRIHARI","Telangana","Hyderabad","View        registration details for LEAD PAGE (TELBIL/2019/78878)"
"770","LEADERS AND LEGENDS","TELTEL/2015/61719","01-05-2015","Telugu","Fortnightly","DASARI MOHAN","DASARI MOHAN","Telangana","Rangareddy","View        registration details for LEADERS AND LEGENDS (TELTEL/2015/61719)"
"771","LEADS INDIA","63308","20-09-1995","Telugu","Monthly","RAMA SHARMA SUSARLA","LEGAL ENVIRONMENT AWARENESS DEVELOPMENT SOCIETY","Telangana","Hyderabad","View        registration details for LEADS INDIA (63308)"
"772","LEGAL NEWS","TELTEL/2014/56514","13-08-2014","Telugu","Monthly","MOHAMMED IMRAN","MOHAMMED IMRAN","Telangana","Karimnagar","View        registration details for LEGAL NEWS (TELTEL/2014/56514)"
"773","LIBERAL","32119","18-04-1977","Urdu","Weekly","MIRZA MOHD.ALI BAIG","MIRZA MOHD. ALI BAIG","Telangana","Hyderabad","View        registration details for LIBERAL (32119)"
"774","LIMRA TIMES","TELURD/2014/61433","21-04-2015","Urdu","Weekly","SYED IBRAHIM KAFEEL","SYED IBRAHIM KAFEEL","Telangana","Hyderabad","View        registration details for LIMRA TIMES (TELURD/2014/61433)"
"775","LOCAL EXPRESS","TELTEL/2023/90486","06-02-2025","TELUGU","Daily","MANDE SHILPA","MANDE SHILPA","Telangana","Nizamabad","View        registration details for LOCAL EXPRESS (TELTEL/2023/90486)"
"776","LOK JAGARAN","APTEL/2006/18296","05-01-2007","Telugu","Daily","ALWALA HANMANTHU","ALWALA HANMANTHU","Telangana","Nirmal","View        registration details for LOK JAGARAN (APTEL/2006/18296)"
"777","Loka Jyoti","TGTEL/25/A1768","08-07-2025","Telugu","Daily (Monday To Saturday)","Kokku Ravi Kumar","Kokku Ravi Kumar","Telangana","Nizamabad","View        registration details for Loka Jyoti (TGTEL/25/A1768)"
"778","LOKABHIRAMA SHREE RAMA","TELTEL/2021/83059","11-01-2023","Telugu","Monthly","V G Sharma","V G Sharma","Telangana","Hyderabad","View        registration details for LOKABHIRAMA SHREE RAMA (TELTEL/2021/83059)"
"779","LOKAGNANAM","TELTEL/2018/76333","02-11-2018","Telugu","Daily","KOTHAKONDA SHAKTI PRASAD","KOTHAKONDA SHAKTI PRASAD","Telangana","Nizamabad","View        registration details for LOKAGNANAM (TELTEL/2018/76333)"
"780","LOKAMTEERU","TELTEL/2018/76342","05-11-2018","TELUGU","Daily","BYAGAL SRINIVAS","BYAGAL SRINIVAS","Telangana","Nizamabad","View        registration details for LOKAMTEERU (TELTEL/2018/76342)"
"781","LOYAL PRIME","TGTEL/25/A3611","30-10-2025","Telugu","Daily","JANNU SWAMY","JANNU SWAMY","Telangana","Warangal","View        registration details for LOYAL PRIME (TGTEL/25/A3611)"
"782","Lyfe and Legacy","TGENG/26/A0485","20-01-2026","English","Quarterly","KANDURI ABHINAY","KANDURI ABHINAY","Telangana","Hyderabad","View        registration details for Lyfe and Legacy  (TGENG/26/A0485)"
"783","MA PALLELU","15848","01-01-1969","Telugu","Fortnightly","B.V. REDDY","B.V. REDDY","Telangana","Adilabad","View        registration details for MA PALLELU (15848)"
"784","MAA BHOOMI","TELTEL/2018/75993","06-09-2018","Telugu","Daily","KIRASANI AMEER AMANULLA KHAN","KIRASANI AMEER AMANULLA KHAN","Telangana","Telangana","View        registration details for MAA BHOOMI (TELTEL/2018/75993)"
"785","MAA BHOOMI","TELTEL/2002/09606","13-11-2002","Telugu","Weekly","KIRASANI AMEER AMANULLA KHAN","KIRASANI AMEER AMANULLA KHAN","Telangana","Hyderabad","View        registration details for MAA BHOOMI (TELTEL/2002/09606)"
"786","MAA GNANA TELANGANA","TGTEL/25/A1096","06-06-2025","Telugu","Daily","NALLOLLA SHRIKANTH","NALLOLLA SHRIKANTH","Telangana","Rangareddy","View        registration details for MAA GNANA TELANGANA (TGTEL/25/A1096)"
"787","MAA NETI","TGTEL/25/A1819","14-07-2025","Telugu","Daily","Maneti Ashok Reddy","Maneti Ashok Reddy","Telangana","Karimnagar","View        registration details for MAA NETI (TGTEL/25/A1819)"
"788","MAARANI UDAYAM","TGTEL/25/A1336","20-06-2025","Telugu","Daily","EMANDI KRISHNAVENI","EMANDI KRISHNAVENI","Telangana","Bhadradri Kothagudem","View        registration details for MAARANI UDAYAM (TGTEL/25/A1336)"
"789","MAATRU NILAYAM","TELTEL/2015/65349","22-12-2015","Telugu","Fortnightly","M. KARTHIK","M.KARTHIK","Telangana","Telangana","View        registration details for MAATRU NILAYAM (TELTEL/2015/65349)"
"790","MADHURA SMRUTHULU","APTEL/2006/18472","22-01-2007","Telugu","Monthly","KARNAM BHASKAR RAO","KARNAM BHASKAR RAO","Telangana","Telangana","View        registration details for MADHURA SMRUTHULU (APTEL/2006/18472)"
"791","MADHUVANTI","8288","22-02-1964","Hindi","Monthly","RISHI MAMCHANDRA KAUSHIK","RISHI MAMCHANDRA KAUSHIK","Telangana","Hyderabad","View        registration details for MADHUVANTI (8288)"
"792","MAHA SAMUDHRAM","TGBIL/25/A1675","04-07-2025","English, Telugu","Fortnightly","PARREPATI SRINIVAS","PARREPATI SRINIVAS","Telangana","Rangareddy","View        registration details for MAHA SAMUDHRAM (TGBIL/25/A1675)"
"793","MAHA SANKALP","TGBIL/26/A1314","19-02-2026","English, Telugu","Daily","shaik fareed","shaik fareed","Telangana","Warangal","View        registration details for MAHA SANKALP (TGBIL/26/A1314)"
"794","MAHAN NEWS","TGTEL/26/A3256","07-05-2026","Telugu","Daily","Eda Sujatha","Eda Sujatha","Telangana","Rangareddy","View        registration details for MAHAN NEWS (TGTEL/26/A3256)"
"795","MAHANADI","TELTEL/2016/70254","31-01-2017","TELUGU","Monthly","MAMIDI SOMAIAH","MAMIDI SOMAIAH","Telangana","Rangareddy","View        registration details for MAHANADI (TELTEL/2016/70254)"
"796","MAHANAGAR DINAPATRIKA","TELTEL/2014/58937","13-12-2014","Telugu","Daily","MUPPIRISETTY JAGADEESH","CATERWEALTH MEDIA LLP","Telangana","Hyderabad","View        registration details for MAHANAGAR DINAPATRIKA (TELTEL/2014/58937)"
"797","MAHANAGAR SAYAMKALAM DINA PATRIKA","52815","28-01-1993","TELUGU","Daily","R. SUSEELA DEVI","R. SUSEELA DEVI","Telangana","Hyderabad","View        registration details for MAHANAGAR SAYAMKALAM DINA PATRIKA (52815)"
"798","MAHANAGARAMLO","TGTEL/25/A2006","30-07-2025","Telugu","Daily","ARRAM SHIVASHANKAR","ARRAM SHIVASHANKAR","Telangana","Warangal","View        registration details for MAHANAGARAMLO (TGTEL/25/A2006)"
"799","MAHAPATHRIKA","APTEL/2003/09316","10-01-2003","Telugu","Daily","KANDI RAMACHANDRA REDDY","KANDI RAMACHANDRA REDDY","Telangana","Hyderabad","View        registration details for MAHAPATHRIKA (APTEL/2003/09316)"
"800","MAHARADHI","52773","22-12-1992","Telugu","Daily","P. DAYANAND","P. DAYANAND","Telangana","Hyderabad","View        registration details for MAHARADHI (52773)"
"801","MAHESHAR","44825","03-04-1985","Urdu","Daily","MOHIUDDIN FAROOQUI","MOHIUDDIN FAROOQUI","Telangana","Hyderabad","View        registration details for MAHESHAR (44825)"
"802","MAHILA GONTUKA MATRUKA","TELTEL/2014/59091","19-12-2014","Telugu","Monthly","CHOPPARA PADMA","CHOPPARA PADMA","Telangana","Hyderabad","View        registration details for MAHILA GONTUKA MATRUKA (TELTEL/2014/59091)"
"803","MAHILA PRASTHANAM","TELTEL/2016/67572","17-06-2016","Telugu","Monthly","VEMULA RAMADEVI","VEMULA RAMADEVI","Telangana","Nalgonda","View        registration details for MAHILA PRASTHANAM (TELTEL/2016/67572)"
"804","MAHILA SADHIKARATHA","TELTEL/2003/16365","30-08-2003","Telugu","Monthly","T.CHANDRA SEKHAR REDDY","T.CHANDRA SEKHAR REDDY","Telangana","Rangareddy","View        registration details for MAHILA SADHIKARATHA (TELTEL/2003/16365)"
"805","MAHILALA KARADEEPIKA MATHRUKA","TELTEL/2015/67892","15-07-2016","Telugu","Monthly","KATTA RAMA DEVI","KATTA RAMA DEVI","Telangana","Hyderabad","View        registration details for MAHILALA KARADEEPIKA MATHRUKA (TELTEL/2015/67892)"
"806","MAHWAR-E-NIZAMABAD","TELURD/2005/16443","08-11-2005","Urdu","Daily","MOHD. GOUSE","MOHD. GOUSE","Telangana","Nizamabad","View        registration details for MAHWAR-E-NIZAMABAD (TELURD/2005/16443)"
"807","MAJALLA BAHS O NAZAR","TELURD/2013/67278","31-05-2016","Urdu","Quarterly","KHALID SAIFULLAH RAHMANI","KHALID SAIFULLAH RAHMANI","Telangana","Rangareddy","View        registration details for MAJALLA BAHS O NAZAR (TELURD/2013/67278)"
"808","MAKARA SANDHYA","APTEL/2004/14615","29-01-2004","Telugu","Monthly","Y.SARAN DAS","Y.SARAN DAS","Telangana","Hyderabad","View        registration details for MAKARA SANDHYA (APTEL/2004/14615)"
"809","MAKE IN TELANGANA","TELENG/2016/65661","18-01-2016","English","Monthly","K. SUDHIR REDDY","TELANGANA INDUSTRIALISTS WELFARE FEDERATION","Telangana","Hyderabad","View        registration details for MAKE IN TELANGANA (TELENG/2016/65661)"
"810","MALLA REDDY MEDICAL COLLEGE FOR WOMEN JOURNAL OF MEDICAL SCIENCES","TELENG/2018/75817","03-08-2018","English","Half Yearly","ADITYA S. BERAD","CHANDRAMMA EDUCATIONAL SOCIETY","Telangana","Hyderabad","View        registration details for MALLA REDDY MEDICAL COLLEGE FOR WOMEN JOURNAL OF MEDICAL SCIENCES (TELENG/2018/75817)"
"811","MALLEMALA","TELTEL/2016/65664","18-01-2016","Telugu","Monthly","AAVULA BALANADHAM","AAVULA BALANADHAM","Telangana","Hyderabad","View        registration details for MALLEMALA (TELTEL/2016/65664)"
"812","MALOOMATI DUNIYA","52920","10-05-1994","Urdu","Daily","NASEEM BANU","NASEEM BANU","Telangana","Hyderabad","View        registration details for MALOOMATI DUNIYA (52920)"
"813","MALPU","TELTEL/2009/30113","17-12-2009","Telugu","Fortnightly","S RAMA SUBA REDDY","S. RAMA SUBBA REDDY","Telangana","Mahabubabad","View        registration details for MALPU (TELTEL/2009/30113)"
"814","MANA CHOURASTA","TGTEL/25/A4350","27-11-2025","Telugu","Daily","uppalanchi poornima","uppalanchi poornima","Telangana","Telangana","View        registration details for MANA CHOURASTA (TGTEL/25/A4350)"
"815","MANA DANDORA","TGTEL/26/A3595","13-05-2026","Telugu","Daily","KOMMU MANJULA","KOMMU MANJULA","Telangana","Hyderabad","View        registration details for MANA DANDORA (TGTEL/26/A3595)"
"816","MANA DEEPAM","TGTEL/25/A1087","05-06-2025","Telugu","Daily","DEGALA JANARDHAN","DEGALA JANARDHAN","Telangana","Suryapet","View        registration details for MANA DEEPAM (TGTEL/25/A1087)"
"817","MANA DUNIA","TELTEL/2023/85680","31-10-2023","Telugu","Daily","AAKULA SUDHAKAR","AAKULA SUDHAKAR","Telangana","Warangal","View        registration details for MANA DUNIA (TELTEL/2023/85680)"
"818","MANA HEALTH INDIA","TELTEL/2017/73823","14-11-2017","Telugu","Fortnightly","MIRALA RAJENDER","MIRALA RAJENDER","Telangana","Karimnagar","View        registration details for MANA HEALTH INDIA (TELTEL/2017/73823)"
"819","MANA IBRAHIMPATNAM","TELTEL/2014/57918","22-10-2014","Telugu","Monthly","S. SATHYANARAYANA","S. SATHYANARAYANA","Telangana","Telangana","View        registration details for MANA IBRAHIMPATNAM (TELTEL/2014/57918)"
"820","MANA JANASATTA","TELTEL/2015/65680","20-01-2016","Telugu","Daily","DHARAVATH RAMCHAND","DHARAVATH RAMCHAND","Telangana","Khammam","View        registration details for MANA JANASATTA (TELTEL/2015/65680)"
"821","MANA KALAM","TELTEL/2014/61696","01-05-2015","Telugu","Monthly","SUNKARANENI NARASAIAH","SUNKARANENI NARASAIAH","Telangana","Warangal","View        registration details for MANA KALAM (TELTEL/2014/61696)"
"822","MANA KRANTHI","TELTEL/2012/48063","14-02-2013","Telugu","Daily","BANDI SAMMAIAH","BANDI SAMMAIAH","Telangana","Karimnagar","View        registration details for MANA KRANTHI (TELTEL/2012/48063)"
"823","Mana laksham","TGTEL/26/A0174","01-01-2026","Telugu","Daily","CHANDAMALLA SUDHAKAR","CHANDAMALLA SUDHAKAR","Telangana","Suryapet","View        registration details for Mana laksham (TGTEL/26/A0174)"
"824","MANA LEADER","TELURD/2014/59454","07-01-2015","Urdu","Fortnightly","ABDUL KHALEEL","ABDUL KHALEEL","Telangana","Hyderabad","View        registration details for MANA LEADER (TELURD/2014/59454)"
"825","MANA LEADER","TELURD/2015/62768","22-06-2015","Urdu","Weekly","ABDUL KHALEEL","ABDUL KHALEEL","Telangana","Hyderabad","View        registration details for MANA LEADER (TELURD/2015/62768)"
"826","MANA LEADER","TELURD/2015/62673","17-06-2015","Urdu","Daily","ABDUL KHALEEL","ABDUL KHALEEL","Telangana","Hyderabad","View        registration details for MANA LEADER (TELURD/2015/62673)"
"827","MANA MAHATI","TGTEL/26/A0372","16-01-2026","Telugu","Daily","Prakash boda","Prakash boda","Telangana","Khammam","View        registration details for MANA MAHATI (TGTEL/26/A0372)"
"828","MANA MI VARTA NEWS","TGBIL/25/A0512","28-05-2025","Telugu, English","Daily","DHARAVATH SHIVA","DHARAVATH SHIVA","Telangana","Suryapet","View        registration details for MANA MI VARTA NEWS (TGBIL/25/A0512)"
"829","MANA NAKREKAL","TELTEL/2017/73106","28-08-2017","Telugu","Monthly","KANDAGATLA SRIDHAR","KANDAGATLA SRIDHAR","Telangana","Nalgonda","View        registration details for MANA NAKREKAL (TELTEL/2017/73106)"
"830","Mana nationalist voice","TGTEL/25/A4284","21-11-2025","Telugu","Daily","Kommu Srinivas","Kommu Srinivas","Telangana","Nizamabad","View        registration details for Mana nationalist voice  (TGTEL/25/A4284)"
"831","MANA NAVA SHAKTHI","TELTEL/2008/27366","30-03-2009","Telugu","Daily","PABBA SRINIVAS","PABBA SRINIVAS","Telangana","Karimnagar","View        registration details for MANA NAVA SHAKTHI (TELTEL/2008/27366)"
"832","MANA PARISHAD MANA PALANA","TELTEL/2015/65348","22-12-2015","Telugu","Monthly","CHANDI SAMUEL SUNDER","CHANDI SAMUEL SUNDER","Telangana","Mahbubnagar","View        registration details for MANA PARISHAD MANA PALANA (TELTEL/2015/65348)"
"833","MANA PRAJA PRATHINIDHI","TELTEL/2023/90455","20-01-2025","TELUGU","Daily","GANJAYI SRINIVAS","GANJAYI SRINIVAS","Telangana","Siddipet","View        registration details for MANA PRAJA PRATHINIDHI (TELTEL/2023/90455)"
"834","mana prajalu","TGTEL/25/A1533","02-07-2025","Telugu","Daily","chettaboina swamy","chettaboina swamy","Telangana","Kamareddy","View        registration details for mana prajalu (TGTEL/25/A1533)"
"835","MANA RAITU VANI","52715","24-02-1993","Telugu","Monthly","BENDI TULSIDAS","A.P. RAITU SANGAM STATE COMMITTEE","Telangana","Hyderabad","View        registration details for MANA RAITU VANI (52715)"
"836","MANA SAKSHI GONTHUKA","TGTEL/25/A0237","16-05-2025","Telugu","Daily","Chintala Madhu Krishna","GUNDA RAJU","Telangana","Jangoan","View        registration details for MANA SAKSHI GONTHUKA (TGTEL/25/A0237)"
"837","MANA SAMACHARA HAKKU CHATTAM RAJAKEEYA SAMAJIKA VARTHA PATRIKA","TELTEL/2015/62366","03-06-2015","Telugu","Fortnightly","VARUKOLU KALACHANDER","VARUKOLU KALACHANDER","Telangana","Karimnagar","View        registration details for MANA SAMACHARA HAKKU CHATTAM RAJAKEEYA SAMAJIKA VARTHA PATRIKA (TELTEL/2015/62366)"
"838","Mana samagra prajavani telugu daily","TGTEL/25/A5443","30-12-2025","Telugu","Daily","Rayinipatla Kumaraswamy","Rayinipatla Kumaraswamy","Telangana","Rajanna Sircilla","View        registration details for Mana samagra prajavani telugu daily (TGTEL/25/A5443)"
"839","MANA SHRUTI","TELTEL/2014/58067","31-10-2014","Telugu","Bimonthly (Once in two months)","ERRABELLI RAM MOHAN RAO","SHRUTI FOUNDATION","Telangana","Hyderabad","View        registration details for MANA SHRUTI (TELTEL/2014/58067)"
"840","MANA TELANGANA","TELTEL/2014/59423","07-01-2015","Telugu","Daily","TUMU MOHAN RAO","M/S. MOVEON MEDIA PVT. LTD.","Telangana","Telangana","View        registration details for MANA TELANGANA (TELTEL/2014/59423)"
"841","MANA TELANGANA","TELTEL/2015/60885","20-03-2015","Telugu","Daily","TUMU MOHAN RAO","M/S. MOVEON MEDIA PVT. LTD.","Telangana","Karimnagar","View        registration details for MANA TELANGANA (TELTEL/2015/60885)"
"842","MANA TELANGANA","TELTEL/2014/59058","17-12-2014","Telugu","Daily","TUMU MOHAN RAO","M/S. MOVEON MEDIA PVT. LTD.","Telangana","Karimnagar","View        registration details for MANA TELANGANA (TELTEL/2014/59058)"
"843","MANA TELANGANA","TELTEL/2014/59057","17-12-2014","Telugu","Daily","TUMU MOHAN RAO","M/S. MOVEON MEDIA PVT. LTD.","Telangana","Nalgonda","View        registration details for MANA TELANGANA (TELTEL/2014/59057)"
"844","MANA TELANGANA","TELTEL/2014/59037","17-12-2014","Telugu","Daily","TUMU MOHAN RAO","M/S. MOVEON MEDIA PVT. LTD.","Telangana","Khammam","View        registration details for MANA TELANGANA (TELTEL/2014/59037)"
"845","MANA TELANGANA","TELTEL/2014/58778","09-12-2014","Telugu","Daily","TUMU MOHAN RAO","M/S. MOVEON MEDIA PVT. LTD.","Telangana","Warangal","View        registration details for MANA TELANGANA (TELTEL/2014/58778)"
"846","MANA TOLIVELUGU","TGBIL/26/A2289","08-04-2026","Telugu, English","Daily","KANUGULA SRINIVAS","KANUGULA SRINIVAS","Telangana","Hyderabad","View        registration details for MANA TOLIVELUGU (TGBIL/26/A2289)"
"847","MANA VAARTHA","TGTEL/25/A1882","21-07-2025","Telugu","Daily","BHUPATHI SANTHOSH","BHUPATHI SANTHOSH","Telangana","Karimnagar","View        registration details for MANA VAARTHA (TGTEL/25/A1882)"
"848","MANA VOORU","TELTEL/2023/89016","25-09-2024","TELUGU","Daily","V, VENU GOPAL","V VENU GOPAL","Telangana","","View        registration details for MANA VOORU (TELTEL/2023/89016)"
"849","MANA VYAVASTHA","TELTEL/2024/89343","03-10-2024","TELUGU","Daily","CHAPA RAVINDER","CHAPA RAVINDER","Telangana","","View        registration details for MANA VYAVASTHA (TELTEL/2024/89343)"
"850","MANA WORKER","TELTEL/2014/59323","30-12-2014","Telugu","Monthly","P. RAJARAO","CITU TELANGANA STATE COMMITTEE","Telangana","Hyderabad","View        registration details for MANA WORKER (TELTEL/2014/59323)"
"851","Manaa NetiDisha","TGTEL/25/A3956","13-11-2025","Telugu","Daily","KHAJA SULTHANUDDIN AHMED","KHAJA SULTHANUDDIN AHMED","Telangana","Jagitial","View        registration details for Manaa NetiDisha (TGTEL/25/A3956)"
"852","MANACHARITRA","TELTEL/2010/36810","18-04-2011","Telugu","Monthly","MD KHUDDUS","MD. KHUDDUS","Telangana","Nalgonda","View        registration details for MANACHARITRA (TELTEL/2010/36810)"
"853","MANAM","TELTEL/2017/73893","20-11-2017","Telugu","Daily","VUPPARI RAMESH KUMAR","NAVATHARAM PUBLICATIONS PRIVATE LIMITED","Telangana","Karimnagar","View        registration details for MANAM (TELTEL/2017/73893)"
"854","MANAM","TELTEL/2017/73885","17-11-2017","Telugu","Daily","VUPPARI RAMESH KUMAR","NAVATHARAM PUBLICATIONS PRIVATE LIMITED","Telangana","Khammam","View        registration details for MANAM (TELTEL/2017/73885)"
"855","MANAM","TELTEL/2017/73894","20-11-2017","Telugu","Daily","VUPPARI RAMESH KUMAR","NAVATHARAM PUBLICATIONS PRIVATE LIMITED","Telangana","Nizamabad","View        registration details for MANAM (TELTEL/2017/73894)"
"856","MANAM","TELTEL/2017/73895","20-11-2017","Telugu","Daily","VUPPARI RAMESH KUMAR","NAVATHARAM PUBLICATIONS PRIVATE LIMITED","Telangana","Nizamabad","View        registration details for MANAM (TELTEL/2017/73895)"
"857","MANAM","TELTEL/2017/73896","20-11-2017","Telugu","Daily","VUPPARI RAMESH KUMAR","NAVATHARAM PUBLICATIONS PRIVATE LIMITED","Telangana","Warangal","View        registration details for MANAM (TELTEL/2017/73896)"
"858","MANAM","TELTEL/2017/73916","20-11-2017","Telugu","Daily","VUPPARI RAMESH KUMAR","NAVATHARAM PUBLICATIONS PRIVATE LIMITED","Telangana","Nalgonda","View        registration details for MANAM (TELTEL/2017/73916)"
"859","MANAM","TELTEL/2016/72952","14-08-2017","Telugu","Daily","VUPPARI RAMESH KUMAR","NAVATHARAM PUBLICATIONS PRIVATE LIMITED","Telangana","Hyderabad","View        registration details for MANAM (TELTEL/2016/72952)"
"860","manam prajalu","TGTEL/25/A0554","28-05-2025","Telugu","Daily","DUPATI SUMAN","DUPATI SUMAN","Telangana","Warangal","View        registration details for manam prajalu (TGTEL/25/A0554)"
"861","MANASAAKSHI MEEKOSAM","TELTEL/2022/83470","28-02-2023","Telugu","Daily","MALLE NAGIREDDY","MALLE NAGIREDDY","Telangana","Nalgonda","View        registration details for MANASAAKSHI MEEKOSAM (TELTEL/2022/83470)"
"862","MANAVALIKI JANAMVAARTHA","TGTEL/25/A1132","06-06-2025","Telugu","Daily","DUSARI KASTURI","DUSARI KASTURI","Telangana","Medchal Malkajgiri","View        registration details for MANAVALIKI JANAMVAARTHA (TGTEL/25/A1132)"
"863","MANAVOORINEWS","TGTEL/25/A2590","17-09-2025","Telugu","Daily","MASUNA LAXMAN KUMAR","MASUNA LAXMAN KUMAR","Telangana","Rangareddy","View        registration details for MANAVOORINEWS (TGTEL/25/A2590)"
"864","MANCHI THANAM JOURNALIST","TGTEL/25/A4111","19-11-2025","Telugu","Daily","Derangula Rani","Derangula Rani","Telangana","Hyderabad","View        registration details for MANCHI THANAM JOURNALIST (TGTEL/25/A4111)"
"865","Mandy Gundalu","TGTEL/26/A3172","06-05-2026","Telugu","Daily (Monday To Saturday)","Tiprika Harikrishna","Tiprika Harikrishna","Telangana","Nizamabad","View        registration details for Mandy Gundalu (TGTEL/26/A3172)"
"866","MANERU JANATHA","TELTEL/2014/55206","04-04-2014","Telugu","Daily","YAMSANI SHIVA KUMAR","YAMSANI SHIVA KUMAR","Telangana","Karimnagar","View        registration details for MANERU JANATHA (TELTEL/2014/55206)"
"867","MANJEERA MERUPU","TELTEL/2015/61783","05-05-2015","Telugu","Daily","MENGARTI SUDHAKAR","MENGARTI SUDHAKAR","Telangana","Medak","View        registration details for MANJEERA MERUPU (TELTEL/2015/61783)"
"868","MANNAT TODAY","TELHIN/2013/52783","23-10-2013","Hindi","Daily","S. SANDEEP SINGH","S. SANDDEP SINGH","Telangana","Hyderabad","View        registration details for MANNAT TODAY (TELHIN/2013/52783)"
"869","Manoranjani Telugu Times","TGTEL/25/A2970","30-09-2025","Telugu","Daily","Suryavamshi Madhav Rao Patel","Suryavamshi Madhav Rao Patel","Telangana","Adilabad","View        registration details for Manoranjani Telugu Times (TGTEL/25/A2970)"
"870","MANTHRI","65394","13-02-1997","Urdu","Fortnightly","MOHD. ABDUL BASITH","MOHD. ABDUL BASITH","Telangana","Hyderabad","View        registration details for MANTHRI (65394)"
"871","MANTRALAYAM","APTEL/1999/01131","18-06-1999","Telugu","Monthly","MERUGU JHANSI LAXMI","MERUGU JHANSI LAXMI","Telangana","Hyderabad","View        registration details for MANTRALAYAM (APTEL/1999/01131)"
"872","MANUGADA","TELTEL/2016/72065","01-06-2017","Telugu","Monthly","PALLE NAVEEN KUMAR","PALLE NAVEEN KUMAR","Telangana","Nalgonda","View        registration details for MANUGADA (TELTEL/2016/72065)"
"873","MARITIME GATEWAY","TELENG/2009/30633","27-01-2010","English","Monthly","JEHANGIR ADI KARANJIA","ONE OCEAN MARITIME MEDIA PRIVATE LIMITED","Telangana","Hyderabad","View        registration details for MARITIME GATEWAY (TELENG/2009/30633)"
"874","MARKET KABURLU","TELTEL/2015/65898","01-02-2016","Telugu","Daily","V. DAVID RAJ","V. DAVID RAJ","Telangana","Medak","View        registration details for MARKET KABURLU (TELTEL/2015/65898)"
"875","MARO AKSHARAM","TELTEL/2014/58858","10-12-2014","Telugu","Daily","POTHU SHIVAPRASAD","P. SHIVA PRASAD","Telangana","Nizamabad","View        registration details for MARO AKSHARAM (TELTEL/2014/58858)"
"876","MARO CHARITHRA","TELTEL/2011/37846","01-04-2011","Telugu","Daily","VATTEMULA RAMA KRISHNA","VATTEMULA RAMA KRISHNA","Telangana","Nizamabad","View        registration details for MARO CHARITHRA (TELTEL/2011/37846)"
"877","MARO KIRANALU","TELTEL/2013/52232","24-09-2013","Telugu","Daily","MOHAMMED KHADEER","MOHAMMED KHADEER","Telangana","Hyderabad","View        registration details for MARO KIRANALU (TELTEL/2013/52232)"
"878","MARO PRASTHANAM","TELTEL/2015/65800","25-01-2016","Telugu","Daily","MARISETTI MURALI KUMAR","MARISETTI MURALI KUMAR","Telangana","Hyderabad","View        registration details for MARO PRASTHANAM (TELTEL/2015/65800)"
"879","MARO UDAYAM","TELTEL/2016/71618","12-05-2017","Telugu","Daily","GILAKARA SRIDHAR","GILAKARA SRIDHAR","Telangana","Medchal Malkajgiri","View        registration details for MARO UDAYAM (TELTEL/2016/71618)"
"880","MAROADUGU","TELTEL/2022/82185","09-09-2022","Telugu","Daily","G. SITA RAMA RAO","G. SITA RAMA RAO","Telangana","Telangana","View        registration details for MAROADUGU (TELTEL/2022/82185)"
"881","MAROADUGU","TELTEL/2015/62887","24-06-2015","Telugu","Weekly","G. SITARAMA RAO","G. SITA RAMA RAO","Telangana","Rangareddy","View        registration details for MAROADUGU (TELTEL/2015/62887)"
"882","MARXISTU","APTEL/2006/17554","29-09-2006","Telugu","Monthly","B.V. RAGHAVULU","B.V. RAGHAVULU, ON BEHALF OF COMMUNIST PARTY OF INDIA(MARXIST)","Telangana","Hyderabad","View        registration details for MARXISTU (APTEL/2006/17554)"
"883","MATH GENIUS WORLD RECORDS & AWARDS","TELENG/2015/63784","12-08-2015","English","Annual","KATUKOORI RAJI REDDY","KATUKOORI RAJI REDDY","Telangana","Warangal","View        registration details for MATH GENIUS WORLD RECORDS & AWARDS (TELENG/2015/63784)"
"884","MATRUBHASHA","TELTEL/2015/62262","28-05-2015","Telugu","Daily","K. PRAVEEN KUMAR","K.PRAVEEN KUMAR","Telangana","Mahbubnagar","View        registration details for MATRUBHASHA (TELTEL/2015/62262)"
"885","MATSYA PRAPANCHAM","TGTEL/25/A3751","06-11-2025","Telugu","Monthly","arumulla pavan","arumulla pavan","Telangana","Jagitial","View        registration details for MATSYA PRAPANCHAM (TGTEL/25/A3751)"
"886","MATTIPOOLU","TELTEL/2019/78085","15-10-2019","Telugu","Fortnightly","THAKKALLA DEVAIAH","THAKKALLA DEVAIAH","Telangana","Jagitial","View        registration details for MATTIPOOLU (TELTEL/2019/78085)"
